604.46,587.44,570.41,553.38,536.39,519.48,502.68,486.04,469.59,453.52,437.86,422.81,408.48,395.14,382.94,372.07,362.8,354.69,349.35,348.24,347.14,344.88,341.47,338.08,334.59,331.12,327.58,324.06,320.48
604.51,587.48,570.45,553.44,536.45,519.55,502.75,486.13,469.71,453.65,438.04,423.01,408.72,395.42,383.25,372.41,363.17,355.04,349.78,348.63,347.55,345.32,341.93,338.55,335.1,331.64,328.13,324.62,321.06
604.55,587.53,570.5,553.49,536.52,519.62,502.83,486.22,469.84,453.79,438.22,423.21,408.98,395.69,383.56,372.75,363.54,355.4,350.2,349.03,347.97,345.76,342.4,339.03,335.61,332.16,328.68,325.18,321.63
604.6,587.57,570.55,553.54,536.58,519.69,502.91,486.31,469.96,453.93,438.38,423.42,409.2,395.96,383.87,373.09,363.89,355.76,350.58,349.46,348.4,346.2,342.87,339.5,336.11,332.68,329.22,325.74,322.2
604.64,587.62,570.6,553.59,536.63,519.75,502.99,486.4,470.06,454.06,438.53,423.61,409.42,396.22,384.16,373.41,364.24,356.1,350.97,349.89,348.82,346.64,343.32,339.98,336.6,333.2,329.77,326.29,322.78
604.69,587.67,570.65,553.65,536.69,519.81,503.07,486.48,470.17,454.19,438.68,423.79,409.64,396.46,384.44,373.71,364.56,356.45,351.4,350.32,349.24,347.07,343.78,340.47,337.11,333.72,330.31,326.84,323.35
604.74,587.72,570.71,553.71,536.76,519.89,503.13,486.57,470.27,454.32,438.82,423.96,409.85,396.68,384.7,374.01,364.89,356.84,351.83,350.75,349.66,347.5,344.24,340.95,337.62,334.25,330.85,327.41,323.93
604.79,587.76,570.76,553.77,536.82,519.96,503.22,486.66,470.37,454.43,438.97,424.12,410.04,396.9,384.95,374.3,365.21,357.22,352.26,351.17,350.08,347.93,344.7,341.43,338.12,334.77,331.4,327.97,324.51
604.83,587.82,570.81,553.83,536.89,520.03,503.3,486.76,470.48,454.56,439.11,424.29,410.24,397.12,385.17,374.6,365.52,357.64,352.69,351.59,350.5,348.37,345.15,341.92,338.62,335.31,331.94,328.54,325.09
604.88,587.86,570.86,553.88,536.95,520.11,503.39,486.86,470.59,454.69,439.26,424.45,410.44,397.39,385.45,374.9,365.9,358.06,353.11,352.02,350.92,348.8,345.61,342.4,339.14,335.84,332.49,329.11,325.68
604.92,587.91,570.91,553.94,537.01,520.18,503.48,486.97,470.72,454.83,439.43,424.66,410.67,397.66,385.79,375.24,366.28,358.46,353.52,352.43,351.34,349.24,346.07,342.88,339.65,336.37,333.05,329.67,326.27
